Student_ID,Age,Gender,Course,Year_Level,GWA,Attendance_Rate,Library_Usage_Hours,Scholarship_Status,Counseling_Sessions,Academic_Standing,School_Environment_Feedback
S0856,22,Male,BSCE,1st Year,3.42,95.17,9.06,Yes,5,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0857,24,Male,BSME,3rd Year,2.16,57.79,0.85,No,0,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0858,24,Male,BSME,3rd Year,2.42,61.14,4.11,Yes,10,Probation,Security guards are friendly and respectful. I feel safe walking around campus.
S0859,18,Male,BSME,3rd Year,3.34,87.99,0.78,Yes,5,Probation,Our school celebrates student diversity through events and awareness weeks.
S0860,20,Male,BSIT,2nd Year,3.96,52.69,17.79,No,10,Good,Our computer labs are equipped with the latest software we need for our program.
S0861,21,Female,BSECE,3rd Year,1.66,92.64,8.96,Yes,1,Dropout_Risk,Our school celebrates student diversity through events and awareness weeks.
S0862,21,Female,BSCE,1st Year,2.5,84.62,13.52,No,3,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0863,24,Female,BSCS,4th Year,4.96,85.69,2.69,Yes,9,Good,"The library is quiet and comfortable, with plenty of space to study."
S0864,19,Female,BSCS,1st Year,3.16,71,12.21,Yes,3,Good,The academic environment is competitive but supportive.
S0865,24,Female,BSME,1st Year,4.12,54.56,3.63,Yes,3,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0866,18,Male,BSCE,2nd Year,3.55,84.15,7.82,No,10,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0867,20,Male,BSME,1st Year,4.01,54.26,17.26,No,3,Good,Our computer labs are equipped with the latest software we need for our program.
S0868,25,Male,BSME,4th Year,2.56,89.11,3.15,No,1,Good,Restrooms are usually clean and have the necessary supplies.
S0869,18,Male,BSCS,2nd Year,3.64,68.1,11.18,No,2,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0870,19,Female,BSME,1st Year,4.13,92.32,11.02,No,8,Good,Our school celebrates student diversity through events and awareness weeks.
S0871,19,Female,BSCS,1st Year,3.16,71,12.21,Yes,3,Good,Our computer labs are equipped with the latest software we need for our program.
S0872,21,Female,BSCS,2nd Year,1.27,90.67,18.73,Yes,3,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0873,25,Female,BSECE,3rd Year,2.82,84.72,13.66,No,7,Dropout_Risk,The campus grounds are clean and well-maintained.
S0874,19,Female,BSCS,3rd Year,1.2,92.74,0.99,Yes,0,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0875,18,Female,BSIT,1st Year,2.76,88.56,9.14,No,9,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0876,20,Male,BSME,1st Year,4.01,54.26,17.26,No,3,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0877,19,Female,BSME,1st Year,1.4,88.11,19.33,No,9,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0878,25,Male,BSCS,2nd Year,2.25,81.7,7.55,Yes,6,Good,Our school celebrates student diversity through events and awareness weeks.
S0879,24,Male,BSIT,1st Year,3.82,64.19,18.25,Yes,4,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0880,21,Female,BSECE,1st Year,3.15,82.41,10.87,No,1,Good,Our school celebrates student diversity through events and awareness weeks.
S0881,21,Female,BSECE,4th Year,2.8,60.14,14.69,No,8,Probation,The campus grounds are clean and well-maintained.
S0882,23,Male,BSCE,1st Year,4.33,78.51,1.51,Yes,4,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0883,22,Male,BSCS,4th Year,1.76,53.31,15.44,No,10,Probation,The guidance office is easy to approach and very helpful.
S0884,21,Female,BSME,1st Year,3.62,66.55,19.05,Yes,0,Probation,Our school celebrates student diversity through events and awareness weeks.
S0885,24,Male,BSIT,3rd Year,2.87,81,2.19,No,3,Good,Restrooms are usually clean and have the necessary supplies.
S0886,24,Male,BSME,3rd Year,2.16,57.79,0.85,No,0,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0887,25,Male,BSME,4th Year,2.56,89.11,3.15,No,1,Good,The campus grounds are clean and well-maintained.
S0888,20,Male,BSME,3rd Year,3.2,76.43,10.25,Yes,9,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0889,20,Female,BSIT,3rd Year,1.97,94.6,4.76,Yes,3,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0890,24,Female,BSCS,2nd Year,2.74,84.48,9.66,Yes,3,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0891,21,Female,BSECE,4th Year,2.8,60.14,14.69,No,8,Probation,The campus grounds are clean and well-maintained.
S0892,23,Male,BSCE,1st Year,4.39,72.09,17.6,Yes,1,Probation,Restrooms are usually clean and have the necessary supplies.
S0893,18,Female,BSECE,3rd Year,4.43,67.46,12.44,No,4,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0894,21,Female,BSCS,2nd Year,1.27,90.67,18.73,Yes,3,Good,The guidance office is easy to approach and very helpful.
S0895,20,Male,BSCE,4th Year,1,56.17,13.97,No,5,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0896,23,Female,BSME,3rd Year,1.48,76.88,8.53,Yes,1,Good,The academic environment is competitive but supportive.
S0897,20,Male,BSIT,2nd Year,3.96,52.69,17.79,No,10,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0898,23,Female,BSIT,4th Year,2.79,84.92,4.53,Yes,3,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0899,24,Female,BSIT,1st Year,3.93,59.69,13.15,Yes,0,Dropout_Risk,The campus grounds are clean and well-maintained.
S0900,18,Female,BSME,1st Year,3.18,78.68,14.98,No,10,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0901,25,Female,BSCE,4th Year,1.25,81.12,9.85,Yes,6,Probation,Restrooms are usually clean and have the necessary supplies.
S0902,25,Male,BSECE,1st Year,2.46,52.82,15.72,Yes,3,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0903,23,Female,BSME,3rd Year,1.99,88.93,8.18,Yes,9,Good,The campus grounds are clean and well-maintained.
S0904,25,Female,BSECE,3rd Year,4.49,91.13,8.48,Yes,4,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0905,23,Female,BSIT,2nd Year,1.53,99.56,14.86,Yes,0,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0906,25,Male,BSME,4th Year,2.56,89.11,3.15,No,1,Good,"The classrooms are bright, clean, and conducive to learning."
S0907,21,Female,BSIT,4th Year,2.12,84.02,17.07,No,9,Probation,Security guards are friendly and respectful. I feel safe walking around campus.
S0908,25,Female,BSIT,1st Year,1.72,57.88,2.9,No,9,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0909,23,Female,BSCS,2nd Year,3.47,96.13,4.9,Yes,2,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0910,18,Male,BSIT,1st Year,2.78,60.3,2.55,Yes,6,Probation,The academic environment is competitive but supportive.
S0911,22,Male,BSCE,1st Year,3.42,95.17,9.06,Yes,5,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0912,25,Male,BSCS,1st Year,1.1,76.92,12.23,No,4,Good,The guidance office is easy to approach and very helpful.
S0913,23,Male,BSCE,1st Year,4.33,78.51,1.51,Yes,4,Good,"The library is quiet and comfortable, with plenty of space to study."
S0914,18,Male,BSME,2nd Year,3.8,98.7,11.75,No,10,Probation,Security guards are friendly and respectful. I feel safe walking around campus.
S0915,21,Female,BSECE,1st Year,3.15,82.41,10.87,No,1,Good,"The library is quiet and comfortable, with plenty of space to study."
S0916,22,Male,BSCE,1st Year,2.91,94.45,5.91,No,1,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0917,20,Female,BSECE,1st Year,1.23,69.45,0.11,No,10,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0918,21,Male,BSCS,1st Year,2.12,91.62,7.68,Yes,6,Probation,The academic environment is competitive but supportive.
S0919,21,Female,BSIT,4th Year,2.12,84.02,17.07,No,9,Probation,The guidance office is easy to approach and very helpful.
S0920,18,Male,BSME,3rd Year,3.34,87.99,0.78,Yes,5,Probation,The campus grounds are clean and well-maintained.
S0921,22,Male,BSCE,1st Year,2.64,57.95,13.06,No,2,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0922,20,Male,BSIT,4th Year,1.9,86.8,3.69,No,10,Dropout_Risk,The academic environment is competitive but supportive.
S0923,22,Male,BSME,1st Year,2.24,65.67,12.49,No,5,Good,The academic environment is competitive but supportive.
S0924,20,Female,BSME,3rd Year,3.83,97.11,11.39,Yes,8,Good,The campus grounds are clean and well-maintained.
S0925,20,Female,BSME,3rd Year,3.83,97.11,11.39,Yes,8,Good,The guidance office is easy to approach and very helpful.
S0926,25,Male,BSECE,4th Year,1.26,92.12,6.01,Yes,0,Probation,Our school celebrates student diversity through events and awareness weeks.
S0927,24,Male,BSME,3rd Year,2.98,55.63,10.96,No,8,Probation,"The classrooms are bright, clean, and conducive to learning."
S0928,23,Female,BSCE,1st Year,1.07,73.85,16.33,Yes,10,Good,The academic environment is competitive but supportive.
S0929,21,Female,BSCS,3rd Year,3.07,72.8,5.64,Yes,4,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0930,18,Male,BSCE,2nd Year,3.55,84.15,7.82,No,10,Good,Our computer labs are equipped with the latest software we need for our program.
S0931,18,Female,BSCS,3rd Year,4.35,75.2,18.07,No,10,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0932,20,Male,BSME,3rd Year,3.2,76.43,10.25,Yes,9,Probation,Our school celebrates student diversity through events and awareness weeks.
S0933,24,Male,BSIT,1st Year,3.82,64.19,18.25,Yes,4,Dropout_Risk,Our school celebrates student diversity through events and awareness weeks.
S0934,24,Male,BSIT,2nd Year,3.89,86.8,12.3,Yes,9,Good,The academic environment is competitive but supportive.
S0935,18,Female,BSECE,3rd Year,4.43,67.46,12.44,No,4,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0936,24,Female,BSCS,3rd Year,3.1,87.96,15.05,Yes,3,Good,The campus grounds are clean and well-maintained.
S0937,21,Female,BSIT,3rd Year,3.02,98.22,18.57,No,6,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0938,18,Male,BSME,2nd Year,3.65,62.33,6.93,Yes,6,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0939,21,Male,BSCS,1st Year,2.12,91.62,7.68,Yes,6,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0940,21,Female,BSECE,1st Year,3.15,82.41,10.87,No,1,Good,The guidance office is easy to approach and very helpful.
S0941,22,Male,BSCS,4th Year,1.76,53.31,15.44,No,10,Probation,Restrooms are usually clean and have the necessary supplies.
S0942,20,Male,BSECE,3rd Year,1.41,67.49,9.48,Yes,6,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0943,20,Female,BSCE,1st Year,4.7,70.97,17.29,No,10,Probation,The academic environment is competitive but supportive.
S0944,23,Female,BSCS,2nd Year,3.47,96.13,4.9,Yes,2,Probation,The academic environment is competitive but supportive.
S0945,18,Female,BSECE,3rd Year,4.43,67.46,12.44,No,4,Dropout_Risk,Our school celebrates student diversity through events and awareness weeks.
S0946,25,Male,BSME,4th Year,3.58,76.61,7.66,Yes,1,Dropout_Risk,The campus grounds are clean and well-maintained.
S0947,24,Female,BSIT,1st Year,3.93,59.69,13.15,Yes,0,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0948,25,Female,BSIT,4th Year,3.54,60.22,18.23,No,6,Probation,Our computer labs are equipped with the latest software we need for our program.
S0949,20,Male,BSIT,4th Year,1.9,86.8,3.69,No,10,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0950,23,Female,BSCE,2nd Year,2.18,86.2,0.63,No,5,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0951,18,Female,BSCS,4th Year,2.09,52.49,6.86,Yes,2,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0952,24,Female,BSECE,4th Year,1.99,84.83,8.36,Yes,8,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0953,22,Male,BSCS,3rd Year,2.67,86.87,13.65,No,10,Dropout_Risk,The academic environment is competitive but supportive.
S0954,18,Male,BSIT,1st Year,2.78,60.3,2.55,Yes,6,Probation,The academic environment is competitive but supportive.
S0955,24,Female,BSIT,4th Year,2.46,69.01,3.86,Yes,5,Dropout_Risk,The academic environment is competitive but supportive.
S0956,23,Female,BSME,4th Year,3.95,62.52,13.86,Yes,10,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0957,20,Female,BSECE,1st Year,2.19,77.29,18.59,Yes,5,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0958,20,Male,BSECE,2nd Year,1.81,80.52,1.99,No,7,Probation,The campus grounds are clean and well-maintained.
S0959,23,Female,BSCS,1st Year,4.82,74.09,19.62,No,6,Probation,"The classrooms are bright, clean, and conducive to learning."
S0960,20,Female,BSECE,1st Year,2.19,77.29,18.59,Yes,5,Probation,The guidance office is easy to approach and very helpful.
S0961,23,Female,BSCS,1st Year,4.82,74.09,19.62,No,6,Probation,The guidance office is easy to approach and very helpful.
S0962,23,Male,BSIT,2nd Year,4.78,51.88,11.04,Yes,4,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0963,18,Female,BSECE,4th Year,1.19,80.19,17.45,Yes,2,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0964,23,Male,BSECE,4th Year,2.99,70.35,16.88,No,6,Probation,Our computer labs are equipped with the latest software we need for our program.
S0965,20,Male,BSIT,1st Year,1.57,87.81,5.74,Yes,7,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0966,22,Male,BSCE,1st Year,2.91,94.45,5.91,No,1,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0967,21,Female,BSIT,3rd Year,3.02,98.22,18.57,No,6,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0968,22,Male,BSECE,2nd Year,1.55,66.11,13.93,Yes,7,Probation,"The classrooms are bright, clean, and conducive to learning."
S0969,18,Female,BSECE,3rd Year,2.36,57.32,6.78,No,0,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0970,22,Male,BSCS,3rd Year,2.67,86.87,13.65,No,10,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0971,25,Male,BSECE,2nd Year,4.65,61.98,16.6,No,7,Good,"The library is quiet and comfortable, with plenty of space to study."
S0972,25,Male,BSME,4th Year,3.58,76.61,7.66,Yes,1,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0973,20,Male,BSME,1st Year,4.32,75.19,6.25,No,2,Probation,The guidance office is easy to approach and very helpful.
S0974,20,Male,BSCE,4th Year,4.99,92.01,0.87,No,0,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0975,23,Female,BSME,3rd Year,1.99,88.93,8.18,Yes,9,Good,Our school celebrates student diversity through events and awareness weeks.
S0976,20,Male,BSME,1st Year,4.32,75.19,6.25,No,2,Probation,Our computer labs are equipped with the latest software we need for our program.
S0977,18,Male,BSCS,2nd Year,3.64,68.1,11.18,No,2,Good,Our computer labs are equipped with the latest software we need for our program.
S0978,25,Male,BSECE,2nd Year,4.65,61.98,16.6,No,7,Good,The campus grounds are clean and well-maintained.
S0979,23,Female,BSIT,2nd Year,1.53,99.56,14.86,Yes,0,Dropout_Risk,The academic environment is competitive but supportive.
S0980,21,Female,BSCS,3rd Year,4.89,71.46,7.72,No,1,Good,The academic environment is competitive but supportive.
S0981,18,Male,BSECE,1st Year,3.15,60.77,12.6,No,4,Probation,Restrooms are usually clean and have the necessary supplies.
S0982,23,Male,BSECE,4th Year,2.99,70.35,16.88,No,6,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0983,20,Male,BSCE,4th Year,1.2,67.38,13.7,Yes,9,Good,The guidance office is easy to approach and very helpful.
S0984,19,Female,BSECE,3rd Year,4.33,97.27,14.4,No,1,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0985,20,Male,BSME,1st Year,4.32,75.19,6.25,No,2,Probation,"The classrooms are bright, clean, and conducive to learning."
S0986,24,Female,BSME,1st Year,3.1,64.26,14.64,Yes,7,Probation,Our school celebrates student diversity through events and awareness weeks.
S0987,18,Female,BSME,1st Year,3.18,78.68,14.98,No,10,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0988,24,Male,BSIT,2nd Year,3.89,86.8,12.3,Yes,9,Good,"The classrooms are bright, clean, and conducive to learning."
S0989,25,Male,BSECE,1st Year,2.25,83.49,16.99,Yes,2,Probation,The academic environment is competitive but supportive.
S0990,20,Male,BSCE,4th Year,1,56.17,13.97,No,5,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0991,18,Male,BSIT,1st Year,4.56,74.87,12.35,No,1,Probation,The guidance office is easy to approach and very helpful.
S0992,23,Female,BSME,3rd Year,1.48,76.88,8.53,Yes,1,Good,Restrooms are usually clean and have the necessary supplies.
S0993,23,Male,BSCE,1st Year,4.33,78.51,1.51,Yes,4,Good,Our computer labs are equipped with the latest software we need for our program.
S0994,23,Female,BSCE,2nd Year,2.18,86.2,0.63,No,5,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0995,24,Male,BSME,3rd Year,2.98,55.63,10.96,No,8,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0996,22,Male,BSCS,4th Year,1.76,53.31,15.44,No,10,Probation,Our computer labs are equipped with the latest software we need for our program.
S0997,24,Female,BSIT,4th Year,2.46,69.01,3.86,Yes,5,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0998,20,Male,BSIT,2nd Year,3.96,52.69,17.79,No,10,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0999,21,Female,BSCS,3rd Year,4.89,71.46,7.72,No,1,Good,Our school celebrates student diversity through events and awareness weeks.
S1000,21,Male,BSME,4th Year,3.61,57.28,9.89,Yes,4,Good,The guidance office is easy to approach and very helpful.
